No,Ionizable lipid,Helper lipid,Cholesterol,PEG,Additional component,,Organ,,Ionizable lipid(S),Helper lipid(S),Cholesterol(S),PEG(S),Additional component(S),,,,Ionizable lipid(M),Helper lipid(M),Cholesterol(M),PEG(M),Additional component(M)
332,C2-A3-EP10-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,[Zn+2].CCCCCCCC(O)CN(CCCN(CCCN(CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC(O)CCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
333,C2-A3-EP12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,[Zn+2].CCCCCCCCCC(O)CN(CCCN(CC(O)CCCCCCCCCC)CCCN(CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
334,C2-A5-EP12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,[Zn+2].CCCCCCCCCC(O)CN(CCCN(C)CCCN(CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
335,C2-A6-EP12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,[Zn+2].CCCCCCCCCC(O)CN(CC(O)CCCCCCCCCC)CCCN1CCN(CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCC(O)CN(Cc2ccccn2)Cc3ccccn3)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
336,C2-A7-EP8-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,[Zn+2].CCCCCC(O)CN(CCN(CC(O)CCCCCC)CCN(CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CC(O)CCCCCC)CC(O)CCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
337,C2-A7-EP10-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,None,,[Zn+2].CCCCCCCC(O)CN(CCN(CC(O)CCCCCCCC)CCN(CC(O)CCCCCCCC)CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CC(O)CCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
338,C2-A7-EP12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,[Zn+2].CCCCCCCCCC(O)CN(CCN(CC(O)CCCCCCCCCC)CCN(CC(O)CCCCCCCCCC)CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CC(O)CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
339,C1-A3-Ac8-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,None,,[Zn+2].CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCCN(CCC(=O)OCCCCCCCC)CCCN(Cc1ccc(CN(Cc2ccccn2)Cc3ccccn3)cc1)CCC(=O)OCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
340,C1-A5-Ac8-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,[Zn+2].CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCCN(C)CCCN(Cc1ccc(CN(Cc2ccccn2)Cc3ccccn3)cc1)CCC(=O)OCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
341,C1-A6-Ac10-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,None,,[Zn+2].CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCCN1CCN(CCCN(Cc2ccc(CN(Cc3ccccn3)Cc4ccccn4)cc2)CCC(=O)OCCCCCCCCCC)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
342,C1-A6-Ac12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,[Zn+2].CCCCCCCCCCCCOC(=O)CCN(CCCN1CCN(CCCN(Cc2ccc(CN(Cc3ccccn3)Cc4ccccn4)cc2)CCC(=O)OCCCCCCCCCCCC)CC1)CCC(=O)OCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
343,C1-A7-Ac8-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,None,,[Zn+2].CCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCC)CCN(CCC(=O)OCCCCCCCC)Cc1ccc(CN(Cc2ccccn2)Cc3ccccn3)cc1)CCC(=O)OCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
344,C1-A7-Ac10-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,[Zn+2].CCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccc(CN(Cc2ccccn2)Cc3ccccn3)cc1)CCC(=O)OCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
345,C1-A7-Ac12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,[Zn+2].CCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)Cc1ccc(CN(Cc2ccccn2)Cc3ccccn3)cc1)CCC(=O)OCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
346,C2-A6-Ac10-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,None,,[Zn+2].CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCCN1CCN(CCCN(CCC(=O)OCCCCCCCCCC)CC(O)CCCCC(O)CN(Cc2ccccn2)Cc3ccccn3)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
347,C2-A6-Ac12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,[Zn+2].CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCCN1CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CC(O)CCCCC(O)CN(Cc2ccccn2)Cc3ccccn3)CC1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
348,C2-A7-AC8-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,[Zn+2].CCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCC)CCN(CCC(=O)OCCCCCCCC)CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CCC(=O)OCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
349,C2-A7-AC10-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,None,,[Zn+2].CCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCC)CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CCC(=O)OCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
350,C2-A7-AC12-ZnD,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,[Zn+2].CCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCC)CC(O)CCCCC(O)CN(Cc1ccccn1)Cc2ccccn2)CCC(=O)OCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35,16,46.5,2.5,0
351,A5-C10,DOPE,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCC(=O)OCCN(CCN(CCO)CCOC(=O)CCCCCCCCCC)CCOC(=O)CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
352,A5-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)C(=O)OCCN(CCN(CCO)CCOC(=O)C(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
353,A5-CE-C10-1tail,DOPE,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCOC(=O)OCCN(CCN(CCOC(=O)OCCCCCCCCCC)CCOC(=O)OCCCCCCCCCC)CCOC(=O)OCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
354,A5-CE-C10,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCOC(=O)OCCN(CCN(CCO)CCOC(=O)OCCCCCCCCCC)CCOC(=O)OCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
355,A5-CE-C7-6-1tail,DOPE,cholesterol,DMG-PEG2000,\,,None,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCOC(=O)OC(CCCCCC)CCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
356,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
357,A5-CE-C7-7-1tail,DOPE,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCCC)CCOC(=O)OC(CCCCCC)CCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
358,A5-CE-C7-7,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCCC)CCO)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
359,A5-CE-C9-1tail,DOPE,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCOC(=O)OCCN(CCN(CCOC(=O)OCCCCCCCCC)CCOC(=O)OCCCCCCCCC)CCOC(=O)OCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
360,A5-CE-C9,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCOC(=O)OCCN(CCN(CCO)CCOC(=O)OCCCCCCCCC)CCOC(=O)OCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,24.2,32.3,40.3,3.2,0
361,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,36.59,24.39,36.59,2.44,0
362,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,22.39,29.85,44.78,2.99,0
363,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,16.13,32.26,48.39,3.23,0
364,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,12.61,33.61,50.42,3.36,0
365,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,36.76,14.71,44.12,4.41,0
366,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,39.06,31.25,23.44,6.25,0
367,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,21.55,25.86,51.72,0.86,0
368,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,22.32,35.71,40.18,1.79,0
369,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,40.4,10.1,45.45,4.04,0
